Commodity,PALLFNF,PEXGALL,PNFUEL,PFANDB,PFOOD,PBEVE,PINDU,PAGRI,PRAWM,PALLMETA,PMETA,PPMETA,PEXGMETA,PFERT,PNRG,POILAPSP,PNGAS,PCOAL,PALUM,PBANSOP,PBARL,PBEEF,PCOALAU,PCOALSA_USD,PCOCO,PCOFFOTM,PCOFFROB,PROIL,PCOPP,PCOTTIND,PFSHMEAL,PGNUTS,PHIDE,PIORECR,PLAMB,PLEAD,PLOGORE,PLOGSK,PMAIZMT,PNGASEU,PNGASJP,PNGASUS,PNICK,POILAPSP,POILBRE,POILDUB,POILWTI,POLVOIL,PORANG,PPOIL,PPORK,PPOULT,PRICENPQ,PRUBB,PSALM,PSAWMAL,PSAWORE,PSHRI,PSMEA,PSOIL,PSOYB,PSUGAISA,PSUGAUSA,PSUNO,PTEA,PTIN,PURAN,PWHEAMT,POATS,PSORG,PWOOLC,PWOOLF,PZINC,PLMMODY,PCOBA,PGOLD,PSILVER,PPALLA,PPLAT,PPROPANE,PUREA,PPOTASH,PDAP,PTOMATO,PMILK,PCHANA,PAPPLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999M1,,,,65.26,64.62,72.75,45.87,65.83,69.70,30.42,36.40,24.64,36.43,,32.55,26.22,49.62,39.19,1219.40,489.78,77.71,77.60,26.10,26.50,1455.79,114.23,82.71,571.28,1432.00,55.78,528.17,734.29,67.07,11.93,110.05,491.63,164.81,176.22,97.45,1.79,2.64,1.85,4264.00,11.46,11.19,10.76,12.44,3260.92,1.00,560.56,34.86,62.93,301.67,32.42,3.71,538.46,290.99,6.94,150.15,505.08,195.04,8.11,22.41,570.67,225.00,5103.00,9.01,111.89,1.08,4.18,299.37,489.07,931.75,,10937.50,286.94,5.15,322.39,355.11,0.22,85.50,,203.00,2.77,15.82,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999M2,,,,60.48,59.72,69.38,46.15,61.62,69.37,30.84,36.92,24.97,37.15,,31.35,25.22,48.41,39.10,1186.48,447.86,75.31,81.83,26.10,26.38,1411.14,104.76,79.57,499.91,1412.95,56.19,508.74,704.00,64.73,11.93,108.86,512.95,175.80,177.12,94.56,1.79,2.57,1.78,4623.25,10.84,10.43,10.08,12.00,3216.03,0.93,484.72,37.34,61.25,280.00,31.16,3.57,538.46,286.34,6.90,143.06,443.13,179.67,6.82,22.34,481.70,225.25,5262.00,9.20,104.28,1.04,4.11,287.10,493.14,1017.60,,18083.33,287.66,5.53,350.56,364.08,0.22,97.00,,202.50,2.28,12.19,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999M3,,,,58.61,57.93,66.62,46.63,60.09,70.10,30.94,37.30,24.79,37.42,,35.42,31.37,48.56,38.06,1179.86,448.90,75.20,81.50,26.10,25.05,1313.89,105.13,73.62,430.99,1378.48,56.71,434.31,712.61,62.91,11.93,108.38,506.80,168.79,172.52,96.43,1.79,2.61,1.77,5002.95,13.30,12.89,12.36,14.66,3767.08,0.83,428.77,35.08,59.00,256.20,28.88,3.56,555.94,300.62,6.90,144.45,411.16,175.06,6.03,22.54,454.26,231.75,5292.95,10.44,104.58,1.12,4.16,297.46,626.64,1028.80,,18525.00,286.21,5.19,352.43,369.93,0.24,102.26,,198.91,2.22,11.18,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999M4,,,,59.52,59.16,63.67,47.40,60.75,69.10,31.50,38.77,24.48,38.67,,40.65,37.70,52.35,38.06,1277.85,417.13,79.73,79.11,26.10,25.05,1177.89,102.83,69.76,439.59,1463.73,57.74,402.13,717.27,61.89,11.93,108.80,517.08,166.56,175.10,94.04,1.67,2.68,2.11,5054.75,15.90,15.50,14.89,17.31,3824.25,0.84,439.74,39.45,57.71,235.50,26.83,3.69,566.43,285.05,6.97,146.51,421.52,177.54,5.42,22.60,475.73,236.75,5381.75,10.85,102.33,1.19,4.07,298.88,680.43,1018.18,,16350.00,282.62,5.07,360.01,357.15,0.28,101.73,,195.23,2.47,11.59,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999M5,,,,59.98,59.72,63.11,48.86,61.43,71.17,31.86,39.99,24.01,39.69,,41.88,38.70,55.82,38.06,1323.13,331.49,81.53,79.85,26.10,25.05,1059.24,111.35,68.04,444.23,1510.45,59.90,385.72,757.14,61.42,11.93,112.03,540.71,172.31,176.52,92.72,1.67,3.02,2.26,5395.79,16.24,15.67,15.31,17.74,3876.89,0.85,398.46,48.75,59.60,244.25,27.11,3.65,580.42,303.76,7.28,145.24,401.02,171.45,5.75,22.65,491.90,222.00,5643.16,10.73,99.61,1.23,3.94,288.74,620.30,1039.92,,16112.50,276.91,5.27,328.79,356.01,0.28,96.67,,191.67,2.45,11.33,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999M6,,,,58.30,57.96,62.26,48.03,59.90,70.71,30.81,39.02,22.87,38.79,,42.83,39.64,57.22,38.22,1315.52,284.88,80.54,79.93,26.10,25.25,1162.91,108.12,66.03,413.29,1422.16,58.50,381.18,804.09,59.97,11.93,111.46,495.45,168.17,183.55,92.95,1.67,3.19,2.31,5194.77,16.53,16.13,15.58,17.89,3829.73,0.89,330.79,45.92,60.96,254.75,27.38,3.47,608.39,290.64,7.34,150.37,373.24,170.00,6.04,22.63,462.64,207.25,5262.73,10.56,99.94,1.19,3.86,288.32,676.74,999.91,,20581.25,261.31,5.03,336.73,356.78,0.31,87.95,,187.55,2.12,11.59,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999M7,,,,56.41,56.29,57.82,49.77,58.10,69.57,32.06,41.90,22.54,41.36,,47.25,45.50,57.75,37.08,1403.36,343.92,76.86,81.60,26.10,23.78,1113.24,95.79,61.76,398.16,1639.18,54.41,393.63,798.64,59.87,11.93,114.66,495.11,162.94,186.08,83.60,1.73,3.23,2.30,5696.36,18.97,19.03,17.83,20.05,3658.97,0.80,279.58,44.33,61.13,255.75,25.68,3.41,622.38,290.95,7.34,143.26,340.83,158.31,5.38,22.60,436.86,205.60,5210.45,10.26,93.01,1.10,3.46,286.32,690.03,1071.23,,20100.00,256.69,5.18,332.70,349.06,0.37,84.09,,183.82,1.95,13.41,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999M8,,,,57.83,57.94,56.51,50.57,59.31,69.27,32.71,43.14,22.62,42.51,,51.27,48.06,65.41,36.58,1421.69,352.21,75.15,88.33,26.10,23.14,1003.57,91.50,63.01,366.40,1646.74,50.98,408.96,749.55,61.30,11.93,123.21,502.24,162.17,198.44,86.38,1.73,3.52,2.79,6431.43,20.41,20.60,19.38,21.26,3736.30,0.93,308.27,53.25,60.41,251.00,25.48,3.48,629.37,296.19,7.36,154.13,368.83,172.00,5.72,21.28,460.23,209.00,5224.29,10.11,98.02,1.09,3.77,254.34,631.04,1129.69,,19000.00,256.91,5.27,339.94,350.06,0.41,85.36,,177.86,1.61,15.90,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999M9,,,,58.44,58.69,55.53,52.58,60.05,70.94,34.11,45.28,23.30,44.56,,55.40,53.68,64.33,36.08,1492.07,353.94,71.44,86.48,26.10,22.50,1060.56,84.52,59.83,449.56,1749.68,49.48,430.42,766.82,60.75,11.93,119.47,506.50,165.36,202.49,87.12,1.73,3.83,2.60,7029.09,23.00,23.15,22.04,23.80,3773.36,0.93,342.40,48.70,60.92,233.00,27.02,3.46,643.36,314.87,7.11,161.68,375.89,180.64,6.67,20.12,464.32,239.00,5336.82,9.92,94.80,1.10,3.64,247.09,623.26,1192.93,,18350.00,264.31,5.23,361.63,370.93,0.43,90.68,,166.59,1.91,15.87,,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999M10,,,,58.29,58.34,57.61,52.72,60.04,71.93,35.86,45.09,26.93,44.72,,54.97,50.98,69.28,35.73,1473.33,328.73,72.29,84.64,25.60,22.50,1021.54,92.76,58.47,397.68,1723.29,47.43,432.83,769.05,61.84,11.93,124.57,496.40,178.26,198.25,85.65,2.04,4.14,2.69,7317.62,22.05,22.18,21.37,22.59,3852.53,0.89,326.07,46.59,58.67,217.00,29.36,3.51,643.36,323.23,7.07,166.01,362.22,178.18,6.75,19.43,437.71,280.00,5425.24,9.76,88.55,1.10,3.55,247.29,619.83,1147.98,,15666.67,310.78,5.41,386.93,421.14,0.45,97.71,,156.76,2.44,12.56,,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999M11,,,,57.70,57.35,61.88,53.16,59.50,71.62,35.60,45.82,25.71,45.39,,57.75,56.79,65.12,36.15,1472.43,333.22,73.14,87.93,25.10,23.50,922.08,112.45,62.54,368.51,1726.77,46.21,437.55,819.09,59.68,11.93,123.55,477.57,177.63,198.59,85.41,2.04,4.25,2.33,7946.82,24.34,24.84,23.10,25.08,3709.49,0.95,315.97,47.66,58.50,227.50,33.59,3.51,643.36,309.67,7.28,164.45,356.27,171.20,6.51,17.40,431.32,278.00,5835.23,9.71,91.68,1.07,3.59,255.49,631.74,1146.39,,14000.00,293.18,5.16,400.91,434.02,0.44,101.82,,148.05,2.21,10.59,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999M12,,,,58.11,57.64,63.71,53.87,59.78,71.04,35.90,47.05,25.13,46.61,,59.08,58.73,66.18,35.43,1554.74,354.97,72.36,88.88,25.10,22.58,918.75,123.17,66.41,364.66,1764.88,44.20,453.70,819.13,58.43,11.93,124.79,478.74,181.62,199.41,87.22,2.04,4.43,2.35,8073.24,25.11,25.70,23.59,26.04,3299.71,0.93,312.00,50.94,58.50,231.00,31.08,3.81,643.36,314.24,7.28,161.50,349.65,169.96,5.98,17.67,430.22,228.68,5719.12,9.64,90.44,1.05,3.55,267.26,648.77,1185.24,,14200.00,282.95,5.16,427.98,439.13,0.43,106.94,,147.67,2.21,9.81,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000M1,,,,58.38,58.49,57.07,55.18,59.90,70.17,37.07,49.22,25.33,48.65,,62.24,59.52,75.12,35.59,1679.85,483.43,73.13,88.20,25.10,22.78,918.48,111.85,54.07,366.05,1843.85,47.43,452.22,780.95,59.33,12.45,128.24,471.88,176.65,193.08,92.95,3.06,4.54,2.40,8315.25,25.41,25.63,23.36,27.22,3553.80,0.84,301.79,51.61,58.23,247.50,29.21,3.87,643.36,295.28,7.28,172.43,356.05,180.38,5.63,17.69,428.52,228.00,5926.25,9.55,93.62,1.12,4.01,276.44,724.21,1178.58,,14437.50,284.07,5.19,452.62,441.00,0.56,117.62,,152.00,2.19,10.00,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000M2,,,,58.78,59.24,53.40,57.21,60.83,74.66,38.70,50.28,27.51,50.58,,66.42,65.31,78.62,36.24,1679.43,580.11,73.36,89.05,25.10,23.62,860.74,104.04,48.99,350.41,1807.03,53.44,448.56,823.81,73.16,12.45,122.51,453.25,182.64,184.37,95.08,3.06,4.58,2.66,9583.75,27.37,28.03,24.72,29.36,3488.13,0.85,277.58,54.91,57.63,243.00,33.39,3.90,643.36,312.80,7.28,180.47,347.01,185.76,5.35,17.08,405.52,234.25,5669.00,9.39,98.17,1.09,4.06,260.07,727.09,1098.25,,14093.75,299.72,5.25,635.10,519.71,0.60,141.43,,151.19,2.23,9.70,,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000M3,,,,59.76,60.33,52.99,56.98,61.73,75.04,37.96,49.81,26.52,50.08,,66.69,65.74,81.90,36.85,1579.64,419.89,74.40,90.46,25.10,24.40,925.93,100.65,46.26,353.87,1739.80,57.30,434.75,794.78,63.53,12.45,123.47,441.84,183.10,190.85,95.17,3.06,4.95,2.78,10255.40,27.49,27.49,25.10,29.89,3443.88,0.85,294.39,57.76,57.25,228.80,30.94,3.94,636.36,320.71,7.35,185.63,371.48,190.97,5.11,18.39,406.87,253.08,5463.80,9.31,96.40,1.17,4.12,267.10,767.31,1113.00,,15225.00,286.92,5.06,664.35,479.33,0.51,145.00,,150.57,2.57,9.59,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000M4,,,,62.14,63.09,50.97,55.34,63.73,74.46,36.53,47.74,25.69,47.95,,61.42,57.02,87.21,37.27,1458.75,481.70,76.95,90.05,25.10,24.94,911.95,94.65,44.56,373.66,1681.91,58.77,423.79,808.00,63.33,12.45,110.47,423.02,187.43,192.14,95.54,3.24,5.08,3.04,9746.50,23.77,23.15,22.35,25.80,3404.10,0.82,318.14,66.95,57.25,217.00,31.93,4.01,636.36,298.83,7.39,187.86,400.14,197.10,6.01,19.41,436.00,249.40,5398.05,9.14,94.43,1.24,4.10,273.81,801.42,1132.52,,16218.75,279.65,5.06,573.10,497.55,0.47,140.50,,148.00,2.93,9.50,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000M5,,,,61.23,62.16,50.12,56.45,63.06,75.44,37.03,48.90,25.57,49.06,,68.67,67.18,92.20,38.48,1468.07,414.79,78.26,90.90,25.60,26.05,909.42,91.51,43.74,356.05,1785.10,60.50,417.21,805.22,64.64,12.45,105.84,412.61,181.64,191.61,95.53,3.24,4.58,3.59,10122.91,27.42,27.81,25.63,28.83,3243.64,0.82,283.17,69.16,57.76,198.78,31.20,4.05,633.93,310.91,7.39,200.98,381.18,200.87,6.78,19.12,412.91,252.00,5437.96,8.50,99.11,1.23,4.28,290.37,817.72,1154.07,,16543.48,276.74,4.99,572.22,525.89,0.51,131.78,,147.22,2.58,9.43,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000M6,,,,59.11,59.98,48.90,54.66,61.10,74.56,36.53,46.76,26.64,47.56,,75.15,71.96,103.83,39.22,1509.37,412.98,78.48,88.06,25.60,27.00,948.23,86.89,42.82,358.92,1752.07,59.47,452.82,785.45,65.55,12.45,104.36,419.55,184.59,194.48,84.04,3.24,5.14,4.29,8384.32,29.83,30.48,27.15,31.86,2970.88,0.84,272.23,69.50,59.12,197.86,30.39,4.01,629.37,303.42,7.39,191.49,359.13,186.95,8.33,19.06,373.23,240.64,5461.18,8.23,103.37,1.07,3.63,293.98,764.33,1116.19,,14977.27,285.73,5.00,645.95,559.73,0.56,148.36,,146.09,1.99,9.54,,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000M7,,,,57.36,58.08,48.87,54.46,59.30,72.37,36.79,47.34,26.58,48.29,,72.69,68.74,103.69,39.22,1564.38,307.81,78.68,86.93,25.60,27.00,967.11,87.66,41.25,343.93,1803.14,58.39,471.25,765.24,58.92,12.45,102.31,453.10,175.69,191.54,75.06,3.59,5.38,3.99,8174.81,28.34,28.89,26.14,29.98,2669.99,0.80,266.54,66.59,59.76,191.00,29.40,4.06,628.21,290.24,7.39,175.93,341.50,169.50,9.64,18.83,353.86,247.00,5329.76,8.10,97.13,1.03,3.34,302.36,746.93,1135.91,,13071.43,281.59,4.97,703.52,560.29,0.55,161.24,,156.10,1.83,10.42,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000M8,,,,56.16,57.04,45.81,53.69,57.90,69.68,36.67,47.33,26.36,48.54,,76.80,73.57,109.98,39.22,1530.33,347.11,75.13,86.39,25.60,27.00,877.79,79.30,38.29,345.65,1857.12,60.89,461.60,763.91,60.26,12.45,104.51,472.57,188.49,191.17,75.24,3.59,5.51,4.43,8038.43,30.01,31.63,27.17,31.22,2666.90,0.74,257.15,59.49,60.17,187.09,30.31,3.83,604.90,238.72,7.39,171.07,336.65,167.87,10.60,18.88,352.65,261.35,5314.35,7.96,96.65,0.99,3.46,289.92,717.29,1172.55,,13934.78,274.43,4.88,762.09,577.61,0.58,150.91,,169.57,1.76,10.18,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000M9,,,,55.68,56.55,45.41,55.72,57.70,71.36,37.66,49.50,26.21,50.40,,82.93,80.47,118.54,40.33,1602.31,426.86,73.21,82.69,27.15,27.00,882.73,75.84,38.80,332.81,1961.89,61.64,462.45,772.38,64.43,12.45,109.10,488.05,196.04,193.60,80.15,3.59,5.56,5.06,8624.81,32.44,33.36,30.10,33.86,2567.81,0.72,239.79,57.16,61.70,178.14,29.81,3.24,544.96,275.27,7.35,188.03,340.83,180.45,9.86,19.57,354.86,262.43,5471.81,7.57,103.44,1.04,3.75,283.27,695.90,1221.67,,15029.76,273.53,4.89,728.52,591.90,0.64,145.86,,171.05,1.84,10.71,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000M10,,,,55.29,56.21,44.33,53.41,57.24,70.44,36.12,46.64,25.94,47.84,,82.31,79.06,122.19,41.24,1501.25,378.58,76.15,82.88,27.15,28.18,877.72,76.76,36.29,323.71,1894.37,60.89,457.12,744.55,68.66,12.45,113.14,484.79,181.99,189.51,84.71,3.93,5.92,5.02,7650.64,31.65,31.30,30.57,33.08,2598.36,0.70,208.46,54.89,61.53,186.73,30.13,2.94,538.46,270.09,7.44,186.00,329.37,173.61,10.41,21.59,338.91,253.00,5266.45,7.40,107.78,1.08,4.05,279.87,688.38,1091.61,,16681.82,269.93,4.83,739.86,579.72,0.62,148.64,,163.36,2.03,9.99,,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000M11,,,,55.71,56.87,42.01,52.98,57.86,72.41,35.40,45.26,25.87,46.77,,84.81,81.62,128.46,39.68,1475.55,370.73,82.46,89.72,27.15,26.17,873.99,71.39,32.99,315.10,1795.60,63.98,450.26,781.82,71.84,12.45,112.48,465.88,195.42,188.12,88.94,3.93,5.86,5.52,7350.59,32.61,32.88,30.38,34.56,2552.18,0.74,215.31,48.68,61.50,184.86,28.74,2.87,526.38,289.62,7.55,194.33,330.47,177.19,9.51,21.77,332.55,250.82,5264.82,7.13,105.04,1.04,4.36,267.66,663.53,1058.68,,16000.00,266.30,4.68,784.14,593.34,0.61,149.36,,160.09,2.32,8.70,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000M12,,,,58.64,60.21,40.10,52.43,59.79,67.56,36.46,46.41,26.84,48.36,,83.32,62.76,172.12,48.87,1569.06,443.30,86.60,88.15,30.75,34.70,892.78,65.90,30.63,334.72,1852.40,65.86,493.05,800.00,73.21,12.45,117.83,463.53,190.24,180.28,96.22,3.93,5.72,8.91,7318.80,25.32,25.48,22.09,28.39,2601.72,0.80,199.18,54.76,61.50,183.57,28.13,3.02,524.48,211.79,7.62,211.81,328.05,185.96,9.72,21.36,356.05,245.43,5227.40,7.14,113.74,1.06,4.62,286.88,688.39,1059.33,,16000.00,271.45,4.64,918.71,609.50,0.78,154.00,,158.06,2.60,9.28,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001M1,,,,57.21,58.58,41.10,53.20,58.96,70.80,36.42,46.20,26.97,48.68,,82.37,63.98,161.35,50.03,1619.88,532.67,85.75,87.81,32.10,34.95,966.39,65.65,32.49,342.98,1787.06,64.18,500.77,808.70,74.94,12.99,122.87,478.54,179.67,171.76,94.30,4.22,4.98,8.17,6975.91,25.96,25.79,22.60,29.48,2624.08,0.76,191.79,50.38,61.54,184.43,27.61,3.05,517.48,275.60,7.80,197.59,321.43,175.42,10.06,21.46,346.91,236.09,5168.50,7.10,109.48,1.08,4.53,309.69,716.14,1032.70,,13500.00,265.49,4.66,1037.77,620.47,0.77,199.96,,159.70,2.25,9.69,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001M2,,,,56.40,57.56,42.66,52.51,58.17,70.20,35.75,45.48,26.34,47.68,,76.51,68.06,125.69,49.56,1607.03,681.28,82.31,87.56,32.10,34.35,1157.47,67.28,31.49,331.48,1766.13,60.44,513.14,800.00,72.16,12.99,123.60,501.71,174.48,173.20,92.38,4.22,4.66,5.55,6546.80,27.43,27.90,24.81,29.58,2552.27,0.76,185.07,53.80,61.77,185.10,27.30,3.02,501.75,289.82,7.98,178.71,325.40,167.45,9.36,21.54,349.10,230.00,5121.25,7.39,103.32,1.02,4.44,323.95,733.28,1021.58,,13900.00,262.09,4.55,971.60,600.93,0.59,201.75,,166.40,1.94,10.22,,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001M3,,,,57.64,58.98,41.76,50.25,58.71,65.98,34.59,44.00,25.49,45.52,,72.13,63.45,121.66,50.81,1512.17,555.00,83.07,91.06,32.60,35.50,1124.41,66.67,30.65,351.18,1742.16,54.56,497.36,788.64,71.05,12.99,137.77,498.85,166.68,166.15,91.01,4.22,4.85,5.18,6165.18,25.28,25.03,23.58,27.24,2565.32,0.75,210.90,63.11,62.00,177.09,26.02,3.10,500.00,263.49,8.09,169.52,351.86,164.38,8.72,21.55,379.86,224.82,5049.64,7.69,105.57,1.05,4.37,315.36,688.23,1005.62,,14272.73,263.03,4.40,779.41,584.23,0.56,194.59,,166.77,2.04,11.33,,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001M4,,,,57.90,59.41,40.10,50.33,59.11,67.32,34.12,43.58,24.97,44.84,,73.11,65.63,121.76,51.48,1499.48,532.10,84.72,90.11,33.50,35.53,1083.66,66.00,28.58,361.56,1665.97,51.16,481.00,748.57,76.83,12.99,131.91,477.59,163.50,162.59,87.55,4.26,4.79,5.18,6363.11,25.91,26.02,24.25,27.45,2597.95,0.74,208.96,64.63,62.06,162.10,26.25,3.03,500.00,289.28,8.09,169.02,334.00,158.61,8.05,21.52,372.29,212.35,4949.78,8.23,106.15,1.09,4.25,327.52,760.63,970.14,,14119.05,260.33,4.37,692.29,594.86,0.55,176.43,,157.14,2.29,11.96,,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001M5,,,,59.31,60.89,40.54,51.10,60.26,66.74,35.15,44.89,25.73,45.94,,73.02,69.91,109.58,51.09,1542.39,638.36,89.73,91.49,33.80,34.75,1077.44,69.63,29.51,370.56,1684.85,49.97,479.31,740.00,82.99,12.99,130.05,466.08,163.72,164.30,85.08,4.26,4.95,4.20,7086.48,27.49,28.44,25.42,28.61,2581.68,0.78,194.01,70.61,63.04,164.26,27.51,2.97,500.00,275.59,8.09,178.07,323.64,163.87,8.96,21.35,379.65,195.57,4951.79,9.00,110.77,1.10,4.30,325.69,716.77,937.96,,10908.70,272.09,4.43,655.87,610.70,0.51,135.65,,145.09,2.17,13.53,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001M6,,,,58.91,60.67,38.16,50.05,60.03,67.56,34.03,43.09,25.28,44.05,,70.77,69.62,104.19,51.16,1470.83,610.37,95.06,94.45,33.90,34.75,973.29,63.85,29.14,361.51,1610.47,47.46,508.93,736.19,81.65,12.99,124.57,444.73,163.16,164.53,83.16,4.26,5.11,3.73,6674.33,27.11,28.00,25.72,27.60,2536.49,0.77,209.17,72.92,63.54,167.76,28.12,2.89,476.69,305.24,8.09,185.04,332.46,170.23,8.74,21.04,412.62,191.00,4829.90,8.78,109.43,1.09,4.28,326.92,683.81,896.93,,10814.29,270.20,4.36,614.10,579.72,0.43,102.38,,137.29,1.89,14.93,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001M7,,,,60.23,62.22,36.71,48.05,60.92,65.59,32.64,41.08,24.49,41.71,,64.65,64.03,92.15,50.92,1418.62,700.97,101.98,98.45,34.00,34.35,965.32,58.94,27.51,371.84,1526.77,45.55,525.21,760.91,77.65,12.99,118.64,462.15,164.40,162.04,90.75,3.78,5.05,3.11,5962.55,24.94,24.99,23.40,26.44,2559.12,0.81,279.63,72.97,64.27,169.73,27.48,2.83,481.09,289.42,8.09,194.23,383.38,186.65,8.54,21.01,453.09,196.09,4343.59,8.75,108.34,1.37,4.21,328.26,630.79,853.30,,10293.18,267.53,4.25,524.50,530.84,0.39,106.86,,142.77,1.73,15.26,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001M8,,,,60.29,62.27,36.92,46.79,60.84,64.53,31.84,39.75,24.20,39.96,,65.75,65.32,88.72,50.62,1377.85,682.20,99.39,101.80,33.80,34.15,1032.48,59.33,25.95,435.41,1466.41,43.33,545.50,771.30,72.06,12.99,129.59,483.63,163.84,159.87,92.88,3.78,4.73,2.95,5525.64,25.92,25.74,24.56,27.47,2626.91,0.78,312.62,71.54,65.58,168.74,26.60,2.92,475.52,292.20,7.55,189.10,397.49,182.75,7.90,21.29,465.22,197.74,3929.45,8.95,104.22,1.33,4.36,348.94,617.91,830.03,,9681.52,272.09,4.20,454.04,451.70,0.42,104.74,,142.35,1.67,15.48,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001M9,,,,58.30,60.20,35.90,45.33,58.84,62.46,31.70,38.52,25.10,38.90,,62.87,63.51,78.29,49.06,1346.00,583.56,99.61,107.25,32.80,33.06,1026.20,58.27,24.47,444.65,1427.70,41.26,549.33,750.00,62.65,12.99,138.24,464.81,159.25,156.38,89.74,3.78,4.63,2.19,5057.65,25.43,25.84,24.24,26.21,2736.64,0.81,259.56,63.93,66.48,173.00,26.29,2.92,489.51,282.92,6.73,183.94,358.47,172.35,7.16,21.37,430.20,190.90,3698.37,9.15,103.18,1.52,4.28,340.53,524.19,799.51,,9312.50,284.47,4.35,443.30,457.90,0.42,108.00,,138.00,1.67,15.78,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001M10,,,,57.17,59.02,35.20,43.57,57.45,59.38,30.74,37.29,24.41,37.31,,55.52,52.89,77.90,48.75,1283.53,486.79,101.79,103.39,32.40,33.03,1084.86,56.37,23.24,441.27,1377.38,37.22,555.81,715.65,59.49,12.99,135.10,468.58,148.15,151.27,86.27,3.24,4.65,2.47,4830.78,21.06,21.03,19.93,22.21,2842.81,0.85,232.09,57.29,65.70,170.87,24.37,2.79,484.65,274.31,6.42,177.63,334.00,160.63,6.60,21.15,440.48,177.26,3749.17,9.47,104.83,1.84,4.29,330.29,441.98,761.74,,8250.00,282.27,4.40,335.22,431.39,0.40,115.04,,140.30,2.13,14.37,,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001M11,,,,56.16,57.81,36.72,44.63,56.64,59.91,31.12,38.56,23.93,38.33,,50.12,47.41,73.27,45.42,1334.45,494.10,100.97,104.28,29.40,31.50,1231.55,58.85,23.68,432.43,1434.29,37.96,585.28,719.09,55.92,12.99,134.69,486.71,154.43,146.49,89.88,3.24,3.95,2.36,5131.32,18.73,19.11,17.50,19.58,2936.19,0.94,281.51,48.60,64.33,170.00,23.35,2.62,465.99,289.10,5.93,177.99,352.96,162.56,7.28,21.33,576.27,162.09,4059.32,9.43,106.80,2.11,4.32,335.91,466.09,774.35,,8250.00,277.18,4.12,329.11,429.89,0.33,109.05,,149.00,2.01,11.42,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001M12,,,,55.98,57.54,37.56,45.03,56.49,59.94,31.59,39.10,24.34,39.27,,49.47,47.36,72.78,43.15,1348.72,518.94,102.86,100.83,27.35,30.45,1337.43,56.59,24.31,457.68,1472.85,42.87,618.96,700.00,60.75,12.99,135.94,482.91,154.47,139.91,92.31,3.22,3.68,2.42,5315.82,18.61,18.68,17.84,19.32,2847.84,0.92,295.47,47.41,63.23,179.38,22.12,2.56,468.86,266.97,5.70,166.50,348.77,160.15,7.41,21.44,627.62,163.57,4022.47,9.50,104.37,2.12,4.39,376.13,501.44,757.97,,7592.86,275.84,4.35,402.71,461.73,0.30,108.33,,151.00,2.00,11.72,,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
